	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NPHS1	0.863855342	-2.852055794	2.443677782	-1.167116146	0.243163468	0.999652389
NPIPA1	19.62720438	-1.030907991	0.811168983	-1.270891778	0.203767152	0.999652389
NPIPA2	0.379614387	-1.799212461	3.793195211	-0.474326356	0.6352672	0.999652389
NPIPA3	3.537665014	2.667378217	1.746373587	1.527381218	0.126666244	0.999652389
NPIPA5	2.210035014	1.108642084	1.983719388	0.558870418	0.57625016	0.999652389
NPIPA7	4.357161456	-0.885997574	1.728558602	-0.512564384	0.608256073	0.999652389
NPIPA9	22.35478049	0.775094883	0.498041049	1.556287147	0.119639826	0.999652389
NPIPB11	9.866622884	0.052977849	0.802289084	0.066033366	0.947351261	0.999652389
NPIPB12	63.84472084	-0.821359318	0.545419038	-1.505923447	0.132086827	0.999652389
NPIPB15	4.181902208	1.931735386	1.232321251	1.567558284	0.116984254	0.999652389
NPIPB2	0.704450173	-0.455905171	2.860385105	-0.159385941	0.873364815	0.999652389
NPIPB3	73.3693485	-1.094741439	0.62507205	-1.751384401	0.079879718	0.999652389
NPIPB4	14.20912399	0.034962514	0.768653045	0.04548543	0.963720388	0.999652389
NPIPB5	87.29910118	0.44731762	0.527213983	0.848455532	0.396184327	0.999652389
NPIPB6	2.323636127	-1.324893976	1.930990636	-0.686121389	0.492636564	0.999652389
NPIPB7	0.526496473	-5.63075797	3.309778358	-1.701249256	0.088896192	0.999652389
NPIPB8	0.372468639	-0.576151307	3.784206228	-0.152251562	0.878988528	0.999652389
NPIPB9	5.966376531	1.617357427	1.438823084	1.124083597	0.260977563	0.999652389
NPL	2.238723282	1.411416661	1.150568172	1.226712762	0.219930569	0.999652389
NPLOC4	212.2017487	-0.249938743	0.215586043	-1.159345657	0.246315318	0.999652389
NPM1	270.0881041	0.507060581	0.368107586	1.377479305	0.168364109	0.999652389
NPM2	0.157794794	-2.118556976	3.818375473	-0.55483202	0.579009563	0.999652389
NPM3	4.627984598	0.827090089	1.979635326	0.417799217	0.676093924	0.999652389
NPNT	0.14865187	1.021616537	3.818960582	0.267511674	0.789075227	0.999652389
NPPA	0.248455548	1.76686603	3.81156473	0.463553988	0.642967327	0.999652389
NPR1	34.8499907	-1.008451199	1.259852442	-0.800451835	0.423449059	0.999652389
NPR2	41.02180443	-0.184357187	0.979291088	-0.188255759	0.850676165	0.999652389
NPR3	149.8163389	0.719643557	0.829494237	0.867569085	0.385630277	0.999652389
NPRL2	1.418694756	-2.886289986	2.371699344	-1.21697128	0.223615143	0.999652389
NPRL3	38.72013997	0.578088244	0.615266852	0.9395732	0.347436529	0.999652389
NPTN	90.91139668	0.560715026	0.336725245	1.66520044	0.095872773	0.999652389
NPTX2	5.879160341	0.483600346	1.885895143	0.256430135	0.797618721	0.999652389
NPY	0.211087902	1.364389814	3.80951341	0.358153304	0.720228591	0.999652389
NPY2R	0.188967341	1.206913568	3.816016678	0.316275758	0.75179321	0.999652389
NPY4R	1.84210474	-1.070195886	3.281079942	-0.326171841	0.744294345	0.999652389
NPY4R2	0.700744463	-0.530097664	3.784264058	-0.140079459	0.88859721	0.999652389
NPY5R	0.464128723	2.034127445	3.797315547	0.535675116	0.592183105	0.999652389
NQO1	117.9063986	-0.718507815	0.679017513	-1.058158003	0.289983414	0.999652389
NQO2	64.54540785	-0.448864586	0.326595332	-1.374375389	0.169325172	0.999652389
NR0B1	1.120867665	-0.808258513	2.202665324	-0.366945675	0.713659541	0.999652389
NR0B2	0.096177155	0.641019459	3.819700862	0.167819283	0.866725452	0.999652389
NR1D1	39.95271443	-0.402323469	0.482251787	-0.834260193	0.404134378	0.999652389
NR1D2	31.88751197	-0.184280384	0.538768511	-0.342040005	0.732320786	0.999652389
NR1H2	62.00757144	-0.290913231	0.421827453	-0.689649829	0.490414424	0.999652389
NR1H3	2.492994743	-0.011853965	1.519033044	-0.007803626	0.993773671	0.999652389
NR1H4	0.445058296	-1.610647236	2.305165807	-0.698712097	0.484731972	0.999652389
NR1I2	0.051046666	0.31934238	3.819700862	0.083604029	0.933371264	0.999652389
NR1I3	0.680106219	-1.340695468	3.720742973	-0.360330041	0.718600336	0.999652389
NR2C1	6.519383569	0.880872724	0.912525726	0.965312757	0.334388184	0.999652389
NR2C2	104.4342329	-0.123213301	0.343255682	-0.358954876	0.719628847	0.999652389
NR2C2AP	10.20139656	0.22841923	0.844586478	0.270450968	0.786813334	0.999652389
NR2E1	0.126426312	0.075646097	3.819700862	0.019804194	0.984199572	0.999652389
NR2E3	1.819583314	-1.288155789	2.186273979	-0.589201445	0.555726148	0.999652389
NR2F1	15.14588339	0.764771565	1.201846847	0.636330301	0.524561159	0.999652389
NR2F2	245.0080901	-0.767538876	0.456701859	-1.68061255	0.092838196	0.999652389
NR2F6	30.40701687	0.142391908	0.408828338	0.348292658	0.727620407	0.999652389
NR3C1	172.1848971	-0.41036634	0.371854283	-1.103567605	0.26978075	0.999652389
NR3C2	11.03996576	1.018295155	0.836455917	1.217392494	0.223454918	0.999652389
NR4A1	43.90776343	0.072389805	0.635619545	0.113888576	0.909326122	0.999652389
NR4A2	6.556182487	-0.644929326	1.100037587	-0.586279354	0.557687803	0.999652389
NR4A3	15.34192482	0.612858475	0.827456839	0.740653102	0.458903802	0.999652389
NR5A2	3.229348616	-1.069847391	0.961386978	-1.112816603	0.265787203	0.999652389
NR6A1	9.875450229	0.421518939	1.0047314	0.419533956	0.674825944	0.999652389
NRAP	0.214501459	0.77109774	3.812817713	0.202238292	0.839730439	0.999652389
NRARP	1.884817355	-2.301290959	3.256027664	-0.706778687	0.479704021	0.999652389
NRAS	56.46428126	0.275177982	0.492288978	0.558976525	0.576177741	0.999652389
NRBF2	26.50695201	0.714957102	0.480837872	1.486898482	0.137041625	0.999652389
NRBP1	108.5546566	-0.310068274	0.37055686	-0.83676301	0.402725793	0.999652389
NRBP2	46.62644457	-0.640155265	0.790059503	-0.81026209	0.417789559	0.999652389
NRDC	139.1970033	0.68905644	0.333265191	2.067591995	0.038678405	0.999652389
NREP	58.56812418	0.464329625	0.442242757	1.04994286	0.293744384	0.999652389
NRF1	22.47008752	0.128779916	0.403549729	0.319117837	0.749637159	0.999652389
NRG1	26.72946467	-0.47272912	0.641969301	-0.736373405	0.461503485	0.999652389
NRG2	0.829606006	0.283268369	2.760163574	0.102627385	0.918258708	0.999652389
NRG3	0.129828689	0.981181283	3.818638368	0.256945327	0.797220979	0.999652389
NRG4	0.051046666	0.31934238	3.819700862	0.083604029	0.933371264	0.999652389
NRGN	7.083044012	-0.63956571	1.62984342	-0.392409297	0.694755818	0.999652389
NRIP1	39.8446782	-0.153923564	0.570556334	-0.26977803	0.787331026	0.999652389
NRIP2	8.462284474	-0.483574114	0.644379266	-0.750449525	0.452984013	0.999652389
NRIP3	30.1520179	-0.43791064	0.720550281	-0.607744735	0.543356788	0.999652389
NRK	0.654688724	2.628721714	3.215627769	0.817483211	0.41365234	0.999652389
NRL	1.24511438	-0.87989168	1.176430944	-0.747933132	0.454500492	0.999652389
NRM	5.401815148	0.608397905	1.546169322	0.393487244	0.693959644	0.999652389
NRN1	35.29779234	2.202776325	1.480913593	1.487444194	0.136897532	0.999652389
NRN1L	0.222283484	-1.09371562	3.809412911	-0.287108708	0.774029085	0.999652389
NRP1	320.1960738	-0.824163471	0.432313573	-1.906402024	0.056598066	0.999652389
NRP2	175.7487654	0.29963568	0.791528281	0.378553346	0.705019572	0.999652389
NRROS	2.571319176	0.244266167	1.194182511	0.204546763	0.837926253	0.999652389
NRSN1	48.49545027	-0.879559335	1.03694246	-0.848223859	0.396313312	0.999652389
NRSN2	48.20682306	0.373974968	0.524800472	0.712604099	0.476090774	0.999652389
NRTN	0.688552915	-2.843130067	2.929066292	-0.970660881	0.331717178	0.999652389
NRXN1	0.84933163	2.442866279	3.120681377	0.782799006	0.433745151	0.999652389
NRXN2	11.48762294	-0.521657795	1.049995011	-0.496819308	0.619316478	0.999652389
NRXN3	11.83009088	1.360991819	1.09510469	1.242796084	0.213942986	0.999652389
NSA2	26.0512708	1.253207622	0.54815801	2.286216014	0.022241624	0.999652389
NSD1	134.5791905	-0.147949134	0.201450541	-0.734419144	0.462693323	0.999652389
NSD2	191.059217	0.372641247	0.427408346	0.871862353	0.383283473	0.999652389
NSD3	117.6931365	0.422319136	0.341244096	1.237586644	0.215869369	0.999652389
NSDHL	18.79702971	1.056010151	0.547452341	1.928953577	0.053736626	0.999652389
NSF	66.42877133	0.62246584	0.370217289	1.681352706	0.092694426	0.999652389
NSFL1C	30.0341911	-0.197295576	0.681721185	-0.289408016	0.772269161	0.999652389
NSG1	2.47453355	1.114749479	1.471111865	0.757759831	0.448594773	0.999652389
NSG2	0.587340854	2.230178093	3.794839929	0.587687	0.556742403	0.999652389
NSL1	24.28312262	-0.189102746	0.393700653	-0.480321138	0.630999061	0.999652389
NSMAF	48.02579274	0.289144876	0.394631306	0.732696246	0.463743714	0.999652389
NSMCE1	18.52211509	0.591398644	0.551198193	1.072932844	0.283301249	0.999652389
NSMCE2	9.275572032	0.577820892	0.737117737	0.783892265	0.433103329	0.999652389
NSMCE3	22.84503088	-0.27692416	0.398578826	-0.694778904	0.487193871	0.999652389
NSMCE4A	4.757437888	0.540071409	1.293938665	0.417385633	0.676396362	0.999652389
NSMF	75.01621037	0.021864294	0.605393118	0.036115861	0.971189975	0.999652389
NSRP1	30.8738317	-0.290968006	0.478422726	-0.608181823	0.543066889	0.999652389
NSUN2	45.13989694	-0.195760716	0.569360434	-0.34382564	0.730977417	0.999652389
NSUN3	11.91154237	-0.392876394	0.566081856	-0.694027533	0.487664942	0.999652389
NSUN4	8.757248649	-0.714478603	0.617941448	-1.15622379	0.247589631	0.999652389
NSUN5	6.951184743	0.955697102	1.188670734	0.804004906	0.421394142	0.999652389
NSUN6	6.915072603	0.40391976	0.826535384	0.488690221	0.625061028	0.999652389
NSUN7	0.129860635	0.454773159	3.819690684	0.119060206	0.905227657	0.999652389
NT5C	8.382027011	0.386579179	0.886491914	0.436077502	0.6627805	0.999652389
NT5C1A	0.04562375	-0.148551099	3.819700862	-0.038890768	0.968977477	0.999652389
NT5C1B	0.404375128	-0.930085819	3.063770935	-0.303575508	0.761451313	0.999652389
NT5C1B-RDH14	0.091247499	-0.235532291	3.819267834	-0.061669488	0.950826039	0.999652389
NT5C2	94.57271876	-0.136297478	0.352782222	-0.38635019	0.699237335	0.999652389
NT5C3A	5.505767739	0.172978457	0.942592534	0.183513502	0.854395125	0.999652389
NT5C3B	12.97075815	-1.425887854	0.962918619	-1.480797885	0.13866044	0.999652389
NT5DC1	8.612711948	0.865133451	0.545706031	1.58534706	0.112887502	0.999652389
NT5DC2	78.85966547	0.291313135	0.639254877	0.455707333	0.648600448	0.999652389
NT5DC3	55.94818052	0.260930934	0.416444925	0.626567688	0.530942655	0.999652389
NT5DC4	0.037839774	0.065897046	3.819700862	0.017251887	0.986235669	0.999652389
NT5E	267.9381863	0.018809042	0.692282626	0.027169601	0.978324462	0.999652389
NT5M	0.631474828	-1.093149905	3.748155368	-0.291650104	0.770554162	0.999652389
NTAN1	9.983352004	0.081593596	1.11708054	0.07304182	0.941772839	0.999652389
NTF3	4.219307611	0.307979309	1.209191158	0.254698611	0.798955889	0.999652389
NTF4	2.320927155	-1.483538739	2.093013108	-0.708805278	0.478445322	0.999652389
NTHL1	7.177710647	0.163002918	1.238703886	0.131591512	0.895307399	0.999652389
NTM	35.17568049	0.935328248	0.952346215	0.982130482	0.32603557	0.999652389
NTMT1	26.85083581	-0.146237799	0.553710588	-0.264105115	0.791698923	0.999652389
NTN1	16.51336609	-2.421149007	1.107943349	-2.185264264	0.028869476	0.999652389
NTN3	3.512164856	-0.148733845	1.385177512	-0.107375296	0.914491252	0.999652389
NTN4	128.5850757	1.147563434	0.710799671	1.614468155	0.106425919	0.999652389
NTN5	0.290162532	-2.014117856	3.789108814	-0.531554504	0.595034582	0.999652389
NTNG1	7.64493302	0.715161922	1.531125159	0.467082601	0.640440782	0.999652389
NTNG2	28.59241352	0.166050185	0.788314514	0.210639512	0.833168578	0.999652389
NTPCR	10.12575399	0.094273806	0.693357109	0.135967173	0.891847232	0.999652389
NTRK1	0.38491486	-0.157241264	3.808709171	-0.04128466	0.967068962	0.999652389
NTRK2	76.34852755	0.92333148	1.118108705	0.825797596	0.408918918	0.999652389
NTRK3	15.2029647	1.502176721	0.944102187	1.591116663	0.111583323	0.999652389
NUAK1	80.67209392	0.420873746	0.511759911	0.822404679	0.410846617	0.999652389
NUAK2	16.46296415	0.431867377	0.972752578	0.443964258	0.657068425	0.999652389
NUB1	35.54865135	0.253182305	0.318824195	0.794112582	0.427129894	0.999652389
NUBP1	9.519186289	0.509942754	0.587162756	0.868486205	0.385128221	0.999652389
NUBP2	18.04703969	-0.638205553	0.614885378	-1.037926052	0.299304483	0.999652389
NUBPL	4.769192001	1.244075093	1.2231816	1.017081269	0.30911477	0.999652389
NUCB1	327.8189277	-0.115766093	0.396680632	-0.291837019	0.77041124	0.999652389
NUCB2	65.65091196	0.370576979	0.460956165	0.803931061	0.42143679	0.999652389
NUCKS1	313.0018528	0.170269876	0.249230023	0.683183647	0.494490805	0.999652389
NUDC	110.5443453	0.39715025	0.39887837	0.995667551	0.319411701	0.999652389
NUDCD1	11.84258944	0.614070836	0.993826048	0.617885632	0.536650731	0.999652389
NUDCD2	14.99972496	-0.01572461	0.461680543	-0.034059504	0.972829701	0.999652389
NUDCD3	18.00895626	-0.917881393	0.658892548	-1.393066891	0.163599564	0.999652389
NUDT1	14.52433445	1.218895912	0.62748999	1.942494592	0.052077254	0.999652389
NUDT10	1.852762052	1.929522032	2.983531046	0.646724302	0.517810392	0.999652389
NUDT12	4.928346937	-0.017767859	0.977829696	-0.018170709	0.98550267	0.999652389
NUDT13	5.270229904	0.36568823	0.732945051	0.49892994	0.617828741	0.999652389
NUDT14	1.708198171	2.100635099	3.101271869	0.677346324	0.498186246	0.999652389
NUDT15	13.26464492	0.018250998	0.487852039	0.037410929	0.970157359	0.999652389
NUDT16	37.45144549	-0.280985605	0.488417523	-0.57529796	0.565089801	0.999652389
NUDT16L1	13.91391182	-0.451157845	0.658628145	-0.684996304	0.493346253	0.999652389
NUDT17	0.668754818	1.067513331	2.909496759	0.36690652	0.713688748	0.999652389
NUDT18	13.91795343	0.125455098	0.638806413	0.196389854	0.844305037	0.999652389
NUDT19	24.3606223	-0.55666169	0.411110025	-1.354045525	0.175721854	0.999652389
NUDT2	7.706668713	0.534022478	0.883132826	0.604691007	0.545384324	0.999652389
NUDT21	38.21529062	0.177566655	0.294541112	0.602858642	0.546602731	0.999652389
NUDT22	12.04445338	0.486390617	0.792637223	0.613635851	0.539455987	0.999652389
NUDT3	109.0747086	0.050893341	0.34032275	0.14954434	0.881124124	0.999652389
NUDT4B	10.63803626	1.869226513	0.893054404	2.093071267	0.036342793	0.999652389
NUDT5	34.50427666	0.612718216	0.492144397	1.244996833	0.213132914	0.999652389
NUDT6	5.995999121	-0.501144723	0.841940228	-0.595226011	0.551692406	0.999652389
NUDT8	1.530704887	-0.644469177	1.523372542	-0.423054216	0.672255705	0.999652389
NUDT9	17.13054068	0.432839911	0.602532402	0.718367858	0.4725305	0.999652389
NUF2	9.41150251	0.798083959	0.976123822	0.817605247	0.413582631	0.999652389
NUFIP1	10.47805073	-0.00263097	0.625424149	-0.004206697	0.996643551	0.999652389
NUFIP2	143.6882921	0.26370084	0.315498676	0.835822335	0.40325486	0.999652389
NUGGC	7.096092233	-1.068944919	0.69817996	-1.531044975	0.125758278	0.999652389
NUMA1	459.4718666	-0.417091825	0.282876383	-1.474466766	0.14035596	0.999652389
NUMB	81.76541294	0.061401484	0.352046112	0.174413186	0.861540752	0.999652389
NUMBL	74.82980386	-0.172458019	0.320804277	-0.537580172	0.590866922	0.999652389
NUP107	26.31402242	-0.193120783	0.80594359	-0.23962072	0.8106243	0.999652389
NUP133	31.94921833	0.301953337	0.40998133	0.736505091	0.46142337	0.999652389
NUP153	92.5813594	-0.224524056	0.404189603	-0.555491913	0.57855824	0.999652389
NUP155	101.6768739	0.097043948	0.636952333	0.152356688	0.878905616	0.999652389
NUP160	44.01927344	-0.509250434	0.316151269	-1.610780927	0.10722748	0.999652389
NUP188	108.6251659	-0.290733417	0.395985068	-0.734202979	0.462825038	0.999652389
NUP205	67.53786361	0.31365557	0.527365881	0.594758936	0.55200462	0.999652389
NUP210L	1.64795284	-0.405568848	1.460703102	-0.277653171	0.781278612	0.999652389
NUP214	72.03966187	-0.121286929	0.399629204	-0.303498664	0.761509865	0.999652389
NUP35	3.829203905	0.354505386	1.108984795	0.319666589	0.74922109	0.999652389
NUP37	11.08436495	0.631475528	0.669700899	0.942921726	0.345720941	0.999652389
NUP43	52.47132669	-0.042721956	0.509333529	-0.083878153	0.93315331	0.999652389
NUP50	58.74630258	-0.027962311	0.648427672	-0.043123253	0.965603283	0.999652389
NUP54	4.992986069	1.567427621	1.644869577	0.952919091	0.340631067	0.999652389
NUP58	44.50319611	-0.026648858	0.406793608	-0.06550953	0.947768319	0.999652389
NUP62	117.7232002	-0.234353942	0.453183258	-0.517128419	0.605066516	0.999652389
NUP62CL	0.146539786	-0.641321282	3.8189594	-0.167930898	0.866637642	0.999652389
NUP85	19.59299558	1.016686078	0.599614776	1.695565416	0.089968212	0.999652389
NUP88	17.88489666	0.066451997	1.176119643	0.056501052	0.954942658	0.999652389
NUP93	38.17157307	0.164431769	0.317634809	0.517675534	0.604684671	0.999652389
NUP98	125.8123971	0.165627429	0.449882559	0.368157036	0.712756144	0.999652389
NUPL2	2.923257239	-0.750478957	1.240859336	-0.604805828	0.545308021	0.999652389
NUPR1	158.5530323	0.275071941	0.643282024	0.427607069	0.668937219	0.999652389
NUPR2	0.16402054	-0.577451814	3.819700862	-0.151177235	0.879835908	0.999652389
NUS1	51.34618077	0.52138534	0.509236326	1.02385732	0.305902672	0.999652389
NUSAP1	27.46559486	1.735734369	0.990204714	1.75290457	0.079618389	0.999652389
NUTF2	67.11270087	0.114943849	0.39221074	0.293066552	0.769471282	0.999652389
NUTM1	0.372999692	-3.541989049	3.676913147	-0.963305062	0.335394453	0.999652389
NUTM2A	5.948181155	-0.418897981	1.266303945	-0.330803661	0.740792795	0.999652389
NUTM2B	7.685979897	-1.874414562	0.857792066	-2.185161926	0.028876976	0.999652389
NUTM2D	17.65132	-0.613900098	0.608779737	-1.00841086	0.313257262	0.999652389
NUTM2F	2.592946493	1.346533279	2.147637303	0.626983559	0.530670013	0.999652389
NUTM2G	7.529984021	-1.72221796	0.741597602	-2.322307886	0.020216363	0.999652389
NVL	13.4669409	-0.291560644	0.664322578	-0.438884141	0.660745489	0.999652389
NWD1	2.002886167	-1.71048897	1.804002353	-0.948163381	0.343046286	0.999652389
NWD2	0.358273419	0.868045448	3.802101486	0.228306754	0.819407774	0.999652389
NXF1	55.67714954	0.074187877	0.399034995	0.185918223	0.852508891	0.999652389
NXF2	0.457991629	1.770896356	3.805649355	0.465333558	0.641692606	0.999652389
NXF2B	0.457991629	1.770896356	3.805649355	0.465333558	0.641692606	0.999652389
NXF3	0.04327623	0.31934238	3.819700862	0.083604029	0.933371264	0.999652389
NXF5	0.081135566	-0.579151436	3.81899374	-0.151650271	0.879462781	0.999652389
NXN	57.61834051	0.145500627	0.583663005	0.249288759	0.803137426	0.999652389
NXNL1	0.025091364	-0.267222318	3.81937873	-0.069964865	0.944221625	0.999652389
NXNL2	6.705421049	-0.402764047	0.671864012	-0.599472571	0.548857796	0.999652389
NXPE1	0.128985401	0.153633176	3.819700862	0.040221259	0.967916729	0.999652389
NXPE2	0.204540446	-1.102742626	3.81333257	-0.289180816	0.772443011	0.999652389
NXPE3	61.99025389	-0.143001946	0.37329638	-0.383078846	0.701661304	0.999652389
NXPE4	0.190704834	-1.649077942	3.806577197	-0.433218048	0.664856369	0.999652389
NXPH2	0.038656764	0.31934238	3.819700862	0.083604029	0.933371264	0.999652389
NXPH3	5.228967438	-0.070802426	1.097686787	-0.064501483	0.948570926	0.999652389
NXT1	10.48635607	0.98288502	0.7345874	1.338009636	0.180893296	0.999652389
NXT2	3.570642245	0.118579862	1.388382301	0.085408653	0.931936514	0.999652389
NYAP1	2.690482692	1.276601483	1.517486279	0.841260643	0.400201934	0.999652389
NYAP2	0.465899198	0.521952476	2.594878889	0.201147143	0.84058352	0.999652389
NYNRIN	130.9182061	0.613206974	1.05187634	0.582964889	0.559916936	0.999652389
